Date,Open,High,Low,Close,Volume
05/14/2024,45.1250,45.1250,45.1250,45.1250,0
05/15/2024,47.3750,47.3750,47.3750,47.3750,0
05/16/2024,42.5000,42.5000,42.5000,42.5000,0
05/17/2024,44.9375,44.9375,44.9375,44.9375,0
05/20/2024,46.4000,46.4000,46.4000,46.4000,0
05/21/2024,45.7500,45.7500,45.7500,45.7500,0
05/22/2024,49.4643,49.4643,49.4643,49.4643,0
05/23/2024,47.3750,47.3750,47.3750,47.3750,0
05/24/2024,49.0000,49.0000,49.0000,49.0000,0
05/28/2024,46.4000,46.4000,46.4000,46.4000,0
05/29/2024,46.0455,46.0455,46.0455,46.0455,0
05/30/2024,44.1250,44.1250,44.1250,44.1250,0
05/31/2024,44.0000,44.0000,44.0000,44.0000,0
06/03/2024,48.7679,48.7679,48.7679,48.7679,0
06/04/2024,49.8155,49.8155,49.8155,49.8155,0
06/05/2024,52.4222,52.4222,52.4222,52.4222,0
06/06/2024,50.4824,50.4824,50.4824,50.4824,0
06/07/2024,44.0212,44.0212,44.0212,44.0212,0
06/10/2024,46.4357,46.4357,46.4357,46.4357,0
06/11/2024,52.5455,52.5455,52.5455,52.5455,0
06/12/2024,53.6452,53.6452,53.6452,53.6452,0
06/13/2024,46.6784,46.6784,46.6784,46.6784,0
06/14/2024,43.8552,43.8552,43.8552,43.8552,0
06/17/2024,36.8675,36.8675,36.8675,36.8675,0
06/18/2024,39.3825,39.3825,39.3825,39.3825,0
06/20/2024,55.4994,55.4994,55.4994,55.4994,0
06/21/2024,45.1133,45.1133,45.1133,45.1133,0
06/24/2024,44.2692,44.2692,44.2692,44.2692,0
06/25/2024,42.2187,42.2187,42.2187,42.2187,0
06/26/2024,35.5332,35.5332,35.5332,35.5332,0
06/27/2024,43.8922,43.8922,43.8922,43.8922,0
06/28/2024,50.4727,50.4727,50.4727,50.4727,0
07/01/2024,38.6703,38.6703,38.6703,38.6703,0
07/02/2024,54.2360,54.2360,54.2360,54.2360,0
07/03/2024,53.9054,53.9054,53.9054,53.9054,0
07/05/2024,62.6460,62.6460,62.6460,62.6460,0
07/08/2024,65.9038,65.9038,65.9038,65.9038,0
07/09/2024,61.9984,61.9984,61.9984,61.9984,0
07/10/2024,64.2445,64.2445,64.2445,64.2445,0
07/11/2024,59.3769,59.3769,59.3769,59.3769,0
07/12/2024,61.9309,61.9309,61.9309,61.9309,0
07/15/2024,54.1498,54.1498,54.1498,54.1498,0
07/16/2024,52.6525,52.6525,52.6525,52.6525,0
07/17/2024,37.2159,37.2159,37.2159,37.2159,0
07/18/2024,34.8128,34.8128,34.8128,34.8128,0
07/19/2024,33.8850,33.8850,33.8850,33.8850,0
07/22/2024,40.3550,40.3550,40.3550,40.3550,0
07/23/2024,38.8593,38.8593,38.8593,38.8593,0
07/24/2024,34.5756,34.5756,34.5756,34.5756,0
07/25/2024,39.7260,39.7260,39.7260,39.7260,0
07/26/2024,37.2570,37.2570,37.2570,37.2570,0
07/29/2024,36.2338,36.2338,36.2338,36.2338,0
07/30/2024,31.3145,31.3145,31.3145,31.3145,0
07/31/2024,36.2505,36.2505,36.2505,36.2505,0
08/01/2024,25.5427,25.5427,25.5427,25.5427,0
08/02/2024,27.1759,27.1759,27.1759,27.1759,0
08/05/2024,31.7544,31.7544,31.7544,31.7544,0
08/06/2024,27.4913,27.4913,27.4913,27.4913,0
08/07/2024,26.1396,26.1396,26.1396,26.1396,0
08/08/2024,35.9470,35.9470,35.9470,35.9470,0
08/09/2024,32.7173,32.7173,32.7173,32.7173,0
08/12/2024,39.9500,39.9500,39.9500,39.9500,0
08/13/2024,47.8134,47.8134,47.8134,47.8134,0
08/14/2024,46.7655,46.7655,46.7655,46.7655,0
08/15/2024,51.8186,51.8186,51.8186,51.8186,0
08/16/2024,53.4596,53.4596,53.4596,53.4596,0
08/19/2024,58.8301,58.8301,58.8301,58.8301,0
08/20/2024,59.2117,59.2117,59.2117,59.2117,0
08/21/2024,62.0125,62.0125,62.0125,62.0125,0
08/22/2024,56.2867,56.2867,56.2867,56.2867,0
08/23/2024,58.1865,58.1865,58.1865,58.1865,0
08/26/2024,55.9240,55.9240,55.9240,55.9240,0
08/27/2024,55.8727,55.8727,55.8727,55.8727,0
08/28/2024,52.7811,52.7811,52.7811,52.7811,0
08/29/2024,54.3247,54.3247,54.3247,54.3247,0
08/30/2024,56.5438,56.5438,56.5438,56.5438,0
09/03/2024,46.3697,46.3697,46.3697,46.3697,0
