time,open,high,low,close,volume
2024-05-14,45.1250,45.1250,45.1250,45.1250,0
2024-05-15,47.3750,47.3750,47.3750,47.3750,0
2024-05-16,42.5000,42.5000,42.5000,42.5000,0
2024-05-17,44.9375,44.9375,44.9375,44.9375,0
2024-05-20,46.4000,46.4000,46.4000,46.4000,0
2024-05-21,45.7500,45.7500,45.7500,45.7500,0
2024-05-22,49.4643,49.4643,49.4643,49.4643,0
2024-05-23,47.3750,47.3750,47.3750,47.3750,0
2024-05-24,49.0000,49.0000,49.0000,49.0000,0
2024-05-28,46.4000,46.4000,46.4000,46.4000,0
2024-05-29,46.0455,46.0455,46.0455,46.0455,0
2024-05-30,44.1250,44.1250,44.1250,44.1250,0
2024-05-31,44.0000,44.0000,44.0000,44.0000,0
2024-06-03,48.7679,48.7679,48.7679,48.7679,0
2024-06-04,49.8155,49.8155,49.8155,49.8155,0
2024-06-05,52.4222,52.4222,52.4222,52.4222,0
2024-06-06,50.4824,50.4824,50.4824,50.4824,0
2024-06-07,44.0212,44.0212,44.0212,44.0212,0
2024-06-10,46.4357,46.4357,46.4357,46.4357,0
2024-06-11,52.5455,52.5455,52.5455,52.5455,0
2024-06-12,53.6452,53.6452,53.6452,53.6452,0
2024-06-13,46.6784,46.6784,46.6784,46.6784,0
2024-06-14,43.8552,43.8552,43.8552,43.8552,0
2024-06-17,36.8675,36.8675,36.8675,36.8675,0
2024-06-18,39.3825,39.3825,39.3825,39.3825,0
2024-06-20,55.4994,55.4994,55.4994,55.4994,0
2024-06-21,45.1133,45.1133,45.1133,45.1133,0
2024-06-24,44.2692,44.2692,44.2692,44.2692,0
2024-06-25,42.2187,42.2187,42.2187,42.2187,0
2024-06-26,35.5332,35.5332,35.5332,35.5332,0
2024-06-27,43.8922,43.8922,43.8922,43.8922,0
2024-06-28,50.4727,50.4727,50.4727,50.4727,0
2024-07-01,38.6703,38.6703,38.6703,38.6703,0
2024-07-02,54.2360,54.2360,54.2360,54.2360,0
2024-07-03,53.9054,53.9054,53.9054,53.9054,0
2024-07-05,62.6460,62.6460,62.6460,62.6460,0
2024-07-08,65.9038,65.9038,65.9038,65.9038,0
2024-07-09,61.9984,61.9984,61.9984,61.9984,0
2024-07-10,64.2445,64.2445,64.2445,64.2445,0
2024-07-11,59.3769,59.3769,59.3769,59.3769,0
2024-07-12,61.9309,61.9309,61.9309,61.9309,0
2024-07-15,54.1498,54.1498,54.1498,54.1498,0
2024-07-16,52.6525,52.6525,52.6525,52.6525,0
2024-07-17,37.2159,37.2159,37.2159,37.2159,0
2024-07-18,34.8128,34.8128,34.8128,34.8128,0
2024-07-19,33.8850,33.8850,33.8850,33.8850,0
2024-07-22,40.3550,40.3550,40.3550,40.3550,0
2024-07-23,38.8593,38.8593,38.8593,38.8593,0
2024-07-24,34.5756,34.5756,34.5756,34.5756,0
2024-07-25,39.7260,39.7260,39.7260,39.7260,0
2024-07-26,37.2570,37.2570,37.2570,37.2570,0
2024-07-29,36.2338,36.2338,36.2338,36.2338,0
2024-07-30,31.3145,31.3145,31.3145,31.3145,0
2024-07-31,36.2505,36.2505,36.2505,36.2505,0
2024-08-01,25.5427,25.5427,25.5427,25.5427,0
2024-08-02,27.1759,27.1759,27.1759,27.1759,0
2024-08-05,31.7544,31.7544,31.7544,31.7544,0
2024-08-06,27.4913,27.4913,27.4913,27.4913,0
2024-08-07,26.1396,26.1396,26.1396,26.1396,0
2024-08-08,35.9470,35.9470,35.9470,35.9470,0
2024-08-09,32.7173,32.7173,32.7173,32.7173,0
2024-08-12,39.9500,39.9500,39.9500,39.9500,0
2024-08-13,47.8134,47.8134,47.8134,47.8134,0
2024-08-14,46.7655,46.7655,46.7655,46.7655,0
2024-08-15,51.8186,51.8186,51.8186,51.8186,0
2024-08-16,53.4596,53.4596,53.4596,53.4596,0
2024-08-19,58.8301,58.8301,58.8301,58.8301,0
2024-08-20,59.2117,59.2117,59.2117,59.2117,0
2024-08-21,62.0125,62.0125,62.0125,62.0125,0
2024-08-22,56.2867,56.2867,56.2867,56.2867,0
2024-08-23,58.1865,58.1865,58.1865,58.1865,0
2024-08-26,55.9240,55.9240,55.9240,55.9240,0
2024-08-27,55.8727,55.8727,55.8727,55.8727,0
