time,open,high,low,close,volume
2024-09-19,45.1250,45.1250,45.1250,45.1250,0
2024-09-20,50.0000,50.0000,50.0000,50.0000,0
2024-09-23,45.1250,45.1250,45.1250,45.1250,0
2024-09-24,52.4375,52.4375,52.4375,52.4375,0
2024-09-25,52.9250,52.9250,52.9250,52.9250,0
2024-09-26,50.0000,50.0000,50.0000,50.0000,0
2024-09-27,52.0893,52.0893,52.0893,52.0893,0
2024-09-30,49.8125,49.8125,49.8125,49.8125,0
2024-10-01,51.1667,51.1667,51.1667,51.1667,0
2024-10-02,48.3500,48.3500,48.3500,48.3500,0
2024-10-03,48.7045,48.7045,48.7045,48.7045,0
2024-10-04,44.9375,44.9375,44.9375,44.9375,0
2024-10-07,44.7500,44.7500,44.7500,44.7500,0
2024-10-08,51.5536,51.5536,51.5536,51.5536,0
2024-10-09,46.5468,46.5468,46.5468,46.5468,0
2024-10-10,52.8188,52.8188,52.8188,52.8188,0
2024-10-11,48.0561,48.0561,48.0561,48.0561,0
2024-10-14,50.0236,50.0236,50.0236,50.0236,0
2024-10-15,47.9052,47.9052,47.9052,47.9052,0
2024-10-16,58.5213,58.5213,58.5213,58.5213,0
2024-10-17,57.4549,57.4549,57.4549,57.4549,0
2024-10-18,59.2681,59.2681,59.2681,59.2681,0
2024-10-21,49.6255,49.6255,49.6255,49.6255,0
2024-10-22,45.3372,45.3372,45.3372,45.3372,0
2024-10-23,39.7544,39.7544,39.7544,39.7544,0
2024-10-24,42.3916,42.3916,42.3916,42.3916,0
2024-10-25,40.9425,40.9425,40.9425,40.9425,0
2024-10-28,46.1324,46.1324,46.1324,46.1324,0
2024-10-29,50.2942,50.2942,50.2942,50.2942,0
2024-10-30,46.3358,46.3358,46.3358,46.3358,0
2024-10-31,34.6670,34.6670,34.6670,34.6670,0
2024-11-01,39.6723,39.6723,39.6723,39.6723,0
2024-11-04,39.0222,39.0222,39.0222,39.0222,0
2024-11-05,43.8457,43.8457,43.8457,43.8457,0
2024-11-06,52.2723,52.2723,52.2723,52.2723,0
2024-11-07,59.1501,59.1501,59.1501,59.1501,0
2024-11-08,59.4114,59.4114,59.4114,59.4114,0
2024-11-11,65.8857,65.8857,65.8857,65.8857,0
2024-11-12,68.5391,68.5391,68.5391,68.5391,0
2024-11-13,69.4685,69.4685,69.4685,69.4685,0
2024-11-14,65.1435,65.1435,65.1435,65.1435,0
2024-11-15,67.5938,67.5938,67.5938,67.5938,0
2024-11-18,67.2222,67.2222,67.2222,67.2222,0
2024-11-19,64.7587,64.7587,64.7587,64.7587,0
2024-11-20,64.2351,64.2351,64.2351,64.2351,0
2024-11-21,65.2524,65.2524,65.2524,65.2524,0
2024-11-22,67.4455,67.4455,67.4455,67.4455,0
2024-11-25,65.7777,65.7777,65.7777,65.7777,0
2024-11-26,66.0034,66.0034,66.0034,66.0034,0
2024-11-27,69.0655,69.0655,69.0655,69.0655,0
2024-11-29,67.4965,67.4965,67.4965,67.4965,0
2024-12-02,66.0388,66.0388,66.0388,66.0388,0
2024-12-03,61.2452,61.2452,61.2452,61.2452,0
2024-12-04,58.7728,58.7728,58.7728,58.7728,0
2024-12-05,58.0252,58.0252,58.0252,58.0252,0
2024-12-06,61.4294,61.4294,61.4294,61.4294,0
2024-12-09,56.5845,56.5845,56.5845,56.5845,0
2024-12-10,52.7888,52.7888,52.7888,52.7888,0
2024-12-11,55.3881,55.3881,55.3881,55.3881,0
2024-12-12,54.8079,54.8079,54.8079,54.8079,0
2024-12-13,52.5659,52.5659,52.5659,52.5659,0
2024-12-16,53.9572,53.9572,53.9572,53.9572,0
2024-12-17,53.1850,53.1850,53.1850,53.1850,0
2024-12-18,44.2936,44.2936,44.2936,44.2936,0
2024-12-19,38.9910,38.9910,38.9910,38.9910,0
2024-12-20,39.7850,39.7850,39.7850,39.7850,0
2024-12-23,41.3507,41.3507,41.3507,41.3507,0
2024-12-24,36.5360,36.5360,36.5360,36.5360,0
2024-12-26,37.8458,37.8458,37.8458,37.8458,0
2024-12-27,35.7583,35.7583,35.7583,35.7583,0
2024-12-30,32.6304,32.6304,32.6304,32.6304,0
